Omega	n_0	chi2	
77.65795555409711	1.134437388142796e-07	6901.499870950815	
77.65795555409711	1.134437388142796e-07	6901.499870950815	
77.65795555409711	1.134437388142796e-07	6901.499870950815	
77.65795555409711	1.134437388142796e-07	6901.499870950815	
77.65795555409711	1.1343852917104761e-07	6901.489382540107	
77.65795555409711	1.1343852917104761e-07	6901.489382540107	
77.65795555409711	1.1343852917104761e-07	6901.489382540107	
77.6579555540971	1.1344368941255138e-07	6901.479092104174	
77.6579555540971	1.1344368941255138e-07	6901.479092104174	
77.6579555540971	1.1344368941255138e-07	6901.479092104174	
77.6579555540971	1.1344368941255138e-07	6901.479092104174	
77.6579555540971	1.1344368941255138e-07	6901.479092104174	
77.6579555540971	1.1344368941255138e-07	6901.479092104174	
77.6579555540971	1.1344368941255138e-07	6901.479092104174	
77.6579555540971	1.1344368941255138e-07	6901.479092104174	
77.6579555540971	1.1344368941255138e-07	6901.479092104174	
77.6579555540971	1.1344368941255138e-07	6901.479092104174	
77.6579555540971	1.1344368941255138e-07	6901.479092104174	
77.6579555540971	1.1344368941255138e-07	6901.479092104174	
77.6579555540971	1.1344368941255138e-07	6901.479092104174	
77.6579555540971	1.1344368941255138e-07	6901.479092104174	
77.6579555540971	1.1344368941255138e-07	6901.479092104174	
77.6579555540971	1.1344368941255138e-07	6901.479092104174	
77.6579555540971	1.1344368941255138e-07	6901.479092104174	
77.6579555540971	1.1344368941255138e-07	6901.479092104174	
77.6579555540971	1.1344368941255138e-07	6901.479092104174	
77.6579555540971	1.1344368941255138e-07	6901.479092104174	
77.6579555540971	1.1344368941255138e-07	6901.479092104174	
77.6579555540971	1.1344368941255138e-07	6901.479092104174	
77.65795555409701	1.1343857810431174e-07	6901.468995906009	
77.65795555409696	1.13443640943309e-07	6901.4590902793725	
77.65795555409696	1.13443640943309e-07	6901.4590902793725	
77.65795555409692	1.1343862611393257e-07	6901.449371627139	
77.65795555409692	1.1343862611393257e-07	6901.449371627139	
77.65795555409692	1.1343862611393257e-07	6901.449371627139	
77.65795555409692	1.1343862611393257e-07	6901.449371627139	
77.65795555409692	1.1343862611393257e-07	6901.449371627139	
77.65795555409692	1.1343862611393257e-07	6901.449371627139	
77.65795555409692	1.1343862611393257e-07	6901.449371627139	
77.65795555409692	1.1343862611393257e-07	6901.449371627139	
77.65795555409692	1.1343862611393257e-07	6901.449371627139	
77.65795555409692	1.1343862611393257e-07	6901.449371627139	
77.65795555409692	1.1343862611393257e-07	6901.449371627139	
77.65795555409692	1.1343862611393257e-07	6901.449371627139	
77.65795555409692	1.1343862611393257e-07	6901.449371627139	
77.65795555409692	1.1343862611393257e-07	6901.449371627139	
77.65795555409692	1.1343862611393257e-07	6901.449371627139	
77.65795555409692	1.1343862611393257e-07	6901.449371627139	
77.65795555409692	1.1343862611393257e-07	6901.449371627139	
77.65795555409692	1.1343862611393257e-07	6901.449371627139	
77.65795555409692	1.1343862611393257e-07	6901.449371627139	
77.65795555409692	1.1343862611393257e-07	6901.449371627139	
77.65795555409692	1.1343862611393257e-07	6901.449371627139	
77.65795555409692	1.1343862611393257e-07	6901.449371627139	
77.65795555409696	1.1344359338895126e-07	6901.43983641999	
77.65795555409696	1.1344359338895126e-07	6901.43983641999	
77.65795555409696	1.1344359338895126e-07	6901.43983641999	
77.65795555409696	1.1344359338895126e-07	6901.43983641999	
77.65795555409696	1.1344359338895126e-07	6901.43983641999	
77.65795555409699	1.1343867321734437e-07	6901.430481195347	
77.65795555409699	1.1343867321734437e-07	6901.430481195347	
77.65795555409699	1.1343867321734437e-07	6901.430481195347	
77.65795555409699	1.1343867321734437e-07	6901.430481195347	
77.65795555409699	1.1343867321734437e-07	6901.430481195347	
77.65795555409699	1.1343867321734437e-07	6901.430481195347	
77.65795555409699	1.1343867321734437e-07	6901.430481195347	
77.65795555409699	1.1343867321734437e-07	6901.430481195347	
77.65795555409704	1.1344354673220919e-07	6901.421302555953	
77.65795555409704	1.1344354673220919e-07	6901.421302555953	
77.65795555409704	1.1344354673220919e-07	6901.421302555953	
77.65795555409704	1.1344354673220919e-07	6901.421302555953	
77.65795555409704	1.1344354673220919e-07	6901.421302555953	
77.65795555409704	1.1344354673220919e-07	6901.421302555953	
77.65795555409704	1.1344354673220919e-07	6901.421302555953	
77.65795555409704	1.1344354673220919e-07	6901.421302555953	
77.65795555409704	1.1344354673220919e-07	6901.421302555953	
77.65795555409704	1.1344354673220919e-07	6901.421302555953	
77.65795555409704	1.1344354673220919e-07	6901.421302555953	
77.65795555409704	1.1344354673220919e-07	6901.421302555953	
77.65795555409704	1.1344354673220919e-07	6901.421302555953	
77.65795555409704	1.1344354673220919e-07	6901.421302555953	
77.65795555409704	1.1344354673220919e-07	6901.421302555953	
77.65795555409704	1.1344354673220919e-07	6901.421302555953	
77.65795555409704	1.1344354673220919e-07	6901.421302555953	
77.65795555409704	1.1344354673220919e-07	6901.421302555953	
77.65795555409704	1.1344354673220919e-07	6901.421302555953	
77.65795555409704	1.1344354673220919e-07	6901.421302555953	
77.65795555409704	1.1344354673220919e-07	6901.421302555953	
77.65795555409704	1.1344354673220919e-07	6901.421302555953	
77.65795555409704	1.1344354673220919e-07	6901.421302555953	
77.65795555409704	1.1344354673220919e-07	6901.421302555953	
77.65795555409699	1.1343871943165237e-07	6901.412297168539	
77.65795555409696	1.1344350095613978e-07	6901.403461763008	
77.65795555409696	1.1344350095613978e-07	6901.403461763008	
77.65795555409696	1.1344350095613978e-07	6901.403461763008	
77.65795555409696	1.1344350095613978e-07	6901.403461763008	
77.65795555409696	1.1344350095613978e-07	6901.403461763008	
77.65795555409696	1.1344350095613978e-07	6901.403461763008	
77.65795555409696	1.1344350095613978e-07	6901.403461763008	
77.65795555409696	1.1344350095613978e-07	6901.403461763008	
77.65795555409696	1.1344350095613978e-07	6901.403461763008	
77.65795555409696	1.1344350095613978e-07	6901.403461763008	
77.65795555409701	1.1343876477363888e-07	6901.394793130789	
77.65795555409701	1.1343876477363888e-07	6901.394793130789	
77.65795555409699	1.1344345604411985e-07	6901.38628812394	
77.65795555409699	1.1344345604411985e-07	6901.38628812394	
77.65795555409699	1.1344345604411985e-07	6901.38628812394	
77.65795555409699	1.1344345604411985e-07	6901.38628812394	
77.657955554097	1.134388092597695e-07	6901.377943654008	
77.657955554097	1.134388092597695e-07	6901.377943654008	
77.657955554097	1.134388092597695e-07	6901.377943654008	
77.657955554097	1.134388092597695e-07	6901.377943654008	
77.657955554097	1.134388092597695e-07	6901.377943654008	
77.657955554097	1.134388092597695e-07	6901.377943654008	
77.657955554097	1.134388092597695e-07	6901.377943654008	
77.657955554097	1.134388092597695e-07	6901.377943654008	
77.657955554097	1.134388092597695e-07	6901.377943654008	
77.657955554097	1.134388092597695e-07	6901.377943654008	
77.65795555409703	1.1344341197983993e-07	6901.369756690681	
77.65795555409703	1.1344341197983993e-07	6901.369756690681	
77.65795555409703	1.1344341197983993e-07	6901.369756690681	
77.65795555409703	1.1344341197983993e-07	6901.369756690681	
77.65795555409703	1.1344341197983993e-07	6901.369756690681	
77.65795555409703	1.1344341197983993e-07	6901.369756690681	
77.65795555409703	1.1344341197983993e-07	6901.369756690681	
77.65795555409703	1.1344341197983993e-07	6901.369756690681	
77.65795555409703	1.1344341197983993e-07	6901.369756690681	
77.65795555409703	1.1344341197983993e-07	6901.369756690681	
77.65795555409703	1.1344341197983993e-07	6901.369756690681	
77.65795555409703	1.1344341197983993e-07	6901.369756690681	
77.65795555409703	1.1344341197983993e-07	6901.369756690681	
77.65795555409692	1.13438852906199e-07	6901.361724260949	
77.65795555409692	1.13438852906199e-07	6901.361724260949	
77.65795555409692	1.13438852906199e-07	6901.361724260949	
