Epsilon	Acceptance Rate	 Iterations
0.043441701276370086 	 0.2 	 10.0
0.04126961621255158 	 0.0 	 10.0
0.037142654591296426 	 0.9 	 10.0
0.037142654591296426 	 0.99 	 100.0
0.03899978732086125 	 0.97 	 100.0
0.04094977668690431 	 0.18 	 100.0
0.03890228785255909 	 0.38 	 100.0
0.03695717345993114 	 1.0 	 100.0
0.040652890805924255 	 0.34 	 100.0
0.03862024626562804 	 0.2 	 100.0
0.036689233952346634 	 1.0 	 100.0
0.0403581573475813 	 0.28 	 100.0
0.03834024948020224 	 0.76 	 100.0
